X1,Y1,X2,Y2
5.185394826116135e6,276135.7154157497,1.427094814605173e12,2.2916017186428458e11
5.223072042393144e6,279146.94297413935,1.4270947769279568e12,2.29996520853057e11
5.260883036562421e6,282179.7307859566,1.4270947391169626e12,2.308328698202692e11
5.29882777163244e6,285234.15126948967,1.4270947011722278e12,2.316692187658487e11
5.336906210494542e6,288310.2767806614,1.427094663093789e12,2.3250556768972318e11
5.375118315923106e6,291408.17961285217,1.4270946248816836e12,2.3334191659182034e11
5.41346405057573e6,294527.9319967225,1.427094586535949e12,2.3417826547206796e11
5.451943376993404e6,297669.60610003705,1.4270945480566226e12,2.3501461433039386e11
5.490556257600684e6,300833.27402748866,1.427094509443742e12,2.3585096316672592e11
5.529302654705875e6,304019.0078205225,1.4270944706973447e12,2.3668731198099213e11
5.568182530501204e6,307226.87945716165,1.427094431817469e12,2.375236607731205e11
5.607195847062997e6,310456.960851832,1.4270943928041523e12,2.3836000954303912e11
5.646342566351861e6,313709.32385518885,1.427094353657433e12,2.3919635829067612e11
5.685622650212858e6,316984.040253943,1.427094314377349e12,2.4003270701595972e11
5.725036060375689e6,320281.181770688,1.427094274963939e12,2.408690557188182e11
5.764582758454867e6,323600.82006372727,1.4270942354172407e12,2.4170540439917993e11
5.804262705949904e6,326943.0267269025,1.4270941957372932e12,2.4254175305697327e11
5.844075864245487e6,330307.87328942184,1.4270941559241348e12,2.433781016921267e11
5.884022194611659e6,333695.43121568876,1.4270941159778044e12,2.442144503045688e11
5.9241016582039995e6,337105.77190513187,1.4270940758983408e12,2.450507988942281e11
5.964314216063809e6,340538.96669203445,1.427094035685783e12,2.458871474610333e11
6.004659829118285e6,343995.08684536524,1.42709399534017e12,2.4672349600491315e11
6.045138458180715e6,347474.20356860914,1.4270939548615408e12,2.4755984452579642e11
6.085750063950647e6,350976.38799959864,1.427093914249935e12,2.48396193023612e11
6.12649460701408e6,354501.7112103459,1.4270938735053918e12,2.492325414982888e11
6.167372047843646e6,358050.2442068753,1.427093832627951e12,2.500688899497558e11
6.208382346798793e6,361622.0579290558,1.427093791617652e12,2.5090523837794208e11
6.249525464125971e6,365217.22325043514,1.4270937504745347e12,2.5174158678277673e11
6.290801359958815e6,368835.8109780732,1.427093709198639e12,2.52577935164189e11
6.332209994318332e6,372477.8918523767,1.4270936677900044e12,2.5341428352210812e11
6.373751327113082e6,376143.5365469341,1.4270936262486716e12,2.542506318564634e11
6.415425318139371e6,379832.8156683511,1.4270935845746807e12,2.550869801671843e11
6.457231927081435e6,383545.7997560864,1.4270935427680718e12,2.5592332845420023e11
6.499171113511621e6,387282.5592822885,1.4270935008288853e12,2.567596767174407e11
6.541242836890581e6,391043.16465163237,1.4270934587571619e12,2.5759602495683536e11
6.5834470565674575e6,394827.68620115705,1.4270934165529424e12,2.584323731723138e11
6.62578373178007e6,398636.1942001036,1.427093374216267e12,2.5926872136380582e11
6.668252821655105e6,402468.7588497537,1.4270933317471772e12,2.6010506953124118e11
6.710854285208302e6,406325.4502832685,1.4270932891457139e12,2.6094141767454974e11
6.753588081344646e6,410206.33856552833,1.4270932464119177e12,2.6177776579366147e11
6.796454168858556e6,414111.4936929725,1.42709320354583e12,2.6261411388850635e11
6.839452506434073e6,418040.98559344007,1.4270931605474924e12,2.6345046195901443e11
6.882583052645049e6,421994.88412601076,1.4270931174169463e12,2.642868100051159e11
6.925845765955343e6,425973.2590808465,1.4270930741542332e12,2.6512315802674094e11
6.969240604719006e6,429976.1801790337,1.4270930307593943e12,2.6595950602381982e11
7.012767527180479e6,434003.71707242576,1.427092987232472e12,2.6679585399628293e11
7.056426491474775e6,438055.93934348604,1.4270929435735076e12,2.6763220194406067e11
7.100217455627679e6,442132.91650513175,1.4270928997825435e12,2.684685498670835e11
7.1441403775559375e6,446234.7180005779,1.4270928558596213e12,2.6930489776528198e11
7.188195215067451e6,450361.413203182,1.427092811804784e12,2.701412456385868e11
7.232381925861468e6,454513.0714162894,1.4270927676180732e12,2.709775934869286e11
7.276700467528777e6,458689.7618730788,1.4270927232995315e12,2.7181394131023813e11
7.321150797551903e6,462891.5537364088,1.4270926788492014e12,2.726502891084463e11
7.3657328733052965e6,467118.5160986642,1.4270926342671257e12,2.7348663688148395e11
7.410446652055533e6,471370.71798160364,1.427092589553347e12,2.7432298462928207e11
7.455292090961506e6,475648.22833620716,1.427092544707908e12,2.751593323517717e11
7.500269147074623e6,479951.11604252475,1.4270924997308518e12,2.7599568004888403e11
7.545377777338997e6,484279.449909525,1.4270924546222214e12,2.768320277205502e11
7.59061793859165e6,488633.2986749445,1.4270924093820603e12,2.776683753667014e11
7.635989587562699e6,493012.7310051379,1.4270923640104114e12,2.7850472298726904e11
7.681492680875561e6,497417.8154949281,1.427092318507318e12,2.793410705821846e11
7.727127175047148e6,501848.6206674573,1.427092272872824e12,2.801774181513794e11
7.772893026488061e6,506305.2149740385,1.4270922271069724e12,2.8101376569478503e11
7.81879019150279e6,510787.66679400735,1.4270921812098074e12,2.818501132123332e11
7.8648186262899125e6,515296.044434575,1.4270921351813728e12,2.8268646070395557e11
7.910978286942289e6,519830.41613068077,1.4270920890217122e12,2.8352280816958386e11
7.957269129447265e6,524390.8500448461,1.4270920427308699e12,2.843591556091499e11
8.0036911096868655e6,528977.4142670282,1.4270919963088896e12,2.851955030225857e11
8.0502441834379975e6,533590.1768144752,1.4270919497558157e12,2.860318504098231e11
8.096928306372649e6,538229.2056315809,1.4270919030716926e12,2.868681977707943e11
8.143743434058089e6,542894.5685897408,1.427091856256565e12,2.877045451054314e11
8.190689521957063e6,547586.3334872082,1.4270918093104768e12,2.885408924136665e11
8.237766525428002e6,552304.5680489511,1.4270917622334734e12,2.8937723969543195e11
8.284974399725215e6,557049.339926509,1.427091715025599e12,2.9021358695066003e11
8.332313099999093e6,561820.7166978513,1.4270916676868987e12,2.9104993417928326e11
8.379782581296315e6,566618.7658672358,1.4270916202174172e12,2.9188628138123413e11
8.427382798560042e6,571443.5548650669,1.4270915726172e12,2.927226285564451e11
8.47511370663012e6,576295.1510477555,1.4270915248862917e12,2.93558975704849e11
8.52297526024329e6,581173.6216975789,1.427091477024738e12,2.9439532282637836e11
8.570967414033381e6,586079.0340225415,1.4270914290325842e12,2.9523166992096606e11
8.619090122531518e6,591011.4551562354,1.4270913809098757e12,2.960680169885449e11
8.667343340166325e6,595970.9521577023,1.427091332656658e12,2.969043640290479e11
8.715727021264127e6,600957.5920112957,1.4270912842729768e12,2.977407110424081e11
8.76424112004915e6,605971.4416265434,1.4270912357588782e12,2.985770580285585e11
